F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,Target
0.59004791,0.623396569,0.550089599,0.136148772,0.171848931,0.136889827,0.285097507,0.745394212,0.52460585,0.605587512,0.220003805,0.014
0.068181306,0.90474664,0.521784341,0.312328837,0.806186047,0.038804142,0.719431098,0.408457378,0.25781124,0.942992006,0.445143609,0.015
0.785447241,0.197004679,0.528613804,0.179743174,0.129268977,0.357229143,0.364131514,0.120839209,0.248091092,0.339945116,0.979425574,0.016
0.545708275,0.350895725,0.93221949,0.925915064,0.119035626,0.294811093,0.577071436,0.437541627,0.268950279,0.323750464,0.027114952,0.017
0.847165135,0.066642372,0.818145018,0.84412048,0.31204248,0.564530628,0.842468594,0.161224348,0.186627953,0.731973717,0.58375529,0.018
0.044599238,0.372871306,0.011755479,0.13132149,0.452578624,0.904274388,0.620378539,0.534084814,0.010452112,0.8646643,0.529623025,0.019
0.459761633,0.143113905,0.987277296,0.602941096,0.185847126,0.339951709,0.648775877,0.961602656,0.099679808,0.925920853,0.680533382,0.02
0.13166516,0.345545179,0.677059679,0.485436273,0.784831226,0.038797088,0.327166517,0.106043947,0.122252505,0.457547433,0.379570209,0.021
0.84702898,0.802261197,0.823168564,0.851276493,0.278738102,0.502896062,0.353835133,0.895872664,0.45854867,0.879509391,0.53921347,0.022
0.028966899,0.65020152,0.116547359,0.183081172,0.252411152,0.091219146,0.652123111,0.223675563,0.368156241,0.333330542,0.643316387,0.023
0.44944668,0.460003948,0.365746065,0.303855173,0.863261832,0.388977064,0.707119413,0.698443274,0.066707683,0.780331977,0.528730726,0.024
0.60318895,0.527284628,0.280041644,0.811490693,0.751437893,0.212140998,0.555892142,0.387286327,0.251213285,0.404549029,0.48106309,0.025
0.017587953,0.19756654,0.262693599,0.878994467,0.032163726,0.784399493,0.879512458,0.855004119,0.275243566,0.192228876,0.533268932,0.026
0.089045434,0.953196193,0.573482881,0.772139543,0.286346753,0.073545088,0.834497046,0.280049256,0.120751863,0.15301326,0.970741019,0.027
0.60543849,0.527474615,0.199063885,0.080703814,0.492344475,0.436462169,0.976992807,0.115023334,0.998824981,0.85353099,0.332142072,0.028
0.837919418,0.660324909,0.16467669,0.272917294,0.815785362,0.343168497,0.471030864,0.001283221,0.443434702,0.985873564,0.708808396,0.029
0.034715937,0.790874956,0.761999234,0.811178469,0.447933283,0.363263292,0.257433095,0.166358472,0.293045311,0.94105739,0.989274495,0.03
0.907538728,0.274442962,0.972411966,0.416062931,0.815380617,0.906251394,0.442903682,0.833508711,0.04083316,0.805041658,0.404916599,0.031
0.679010501,0.442778073,0.094803238,0.548347009,0.54292839,0.501744501,0.111711308,0.915253635,0.849538462,0.765654308,0.215886597,0.032
0.016225525,0.546489747,0.533535844,0.215458299,0.194871287,0.933781388,0.984039254,0.099374908,0.630753642,0.696538205,0.476165725,0.033
0.037790912,0.623096873,0.518980058,0.225405312,0.980782838,0.209374795,0.873623887,0.419460075,0.577314073,0.639127603,0.692903914,0.034
0.637998321,0.132562939,0.777609779,0.924968107,0.774311909,0.380268901,0.510230211,0.033604497,0.158932092,0.92628606,0.054099919,0.035
0.443732594,0.199141992,0.342265947,0.315393059,0.345566052,0.45381897,0.290171521,0.853031072,0.478890159,0.606718226,0.005174565,0.036
0.656135604,0.009516336,0.133895466,0.219402125,0.206063493,0.159713903,0.289521689,0.476229921,0.815446486,0.421064077,0.817784827,0.037
0.205542715,0.661273246,0.029464235,0.784187931,0.764109436,0.861988622,0.814710182,0.874771311,0.18124989,0.367591277,0.66653438,0.038
0.984238485,0.370849485,0.105825176,0.684869079,0.982186691,0.228657498,0.605570544,0.470319008,0.471249172,0.836047069,0.040650675,0.039
0.371400036,0.992301608,0.499552567,0.711589401,0.282259443,0.693066652,0.911588731,0.978720289,0.452100443,0.521481231,0.132423134,0.04
0.177686212,0.377337594,0.070006355,0.529438442,0.024517475,0.225117401,0.484626486,0.967226432,0.752266159,0.400851264,0.34613244,0.041
0.239023962,0.659596759,0.616844513,0.269422889,0.258195939,0.35699941,0.592038646,0.936764155,0.656310913,0.864636637,0.213302563,0.042
0.918390916,0.716680781,0.4946443,0.413475991,0.359864104,0.464471617,0.916060728,0.091961896,0.879924388,0.703582788,0.237132044,0.043
0.412887958,0.09510686,0.917275618,0.4563823,0.562509354,0.729678862,0.20459151,0.631937734,0.745731834,0.146510256,0.944237248,0.044
0.727090554,0.348163933,0.777504071,0.475115666,0.820697761,0.811657916,0.989697839,0.865023968,0.092872544,0.951667032,0.16387904,0.045
0.899353171,0.785813801,0.734340878,0.162223144,0.643975968,0.164662241,0.159028708,0.434313807,0.658708451,0.941867401,0.036086443,0.046
0.88169108,0.74775892,0.117582454,0.253466116,0.615681234,0.856066938,0.471174855,0.171791728,0.829144431,0.547163925,0.065967234,0.047
0.509111904,0.47703833,0.427903924,0.507541304,0.649014117,0.708926689,0.376060763,0.740134932,0.113200257,0.066972031,0.705208542,0.048
0.210315848,0.735738265,0.381433931,0.678312637,0.966541131,0.726962,0.821194427,0.315719914,0.91053504,0.569764875,0.1347864,0.049
0.776292524,0.183854237,0.716179241,0.82892071,0.363330683,0.663319796,0.73036906,0.195011642,0.809702791,0.613347512,0.78782723,0.05
0.227426998,0.194676407,0.040555101,0.149464661,0.310438819,0.482512513,0.867546798,0.428338208,0.395847799,0.805200532,0.253680607,0.051
0.688288466,0.935762271,0.574827675,0.901595994,0.99354772,0.722694376,0.302641218,0.512971352,0.335163095,0.805195704,0.442106402,0.052
0.482660293,0.53269719,0.982310349,0.997623015,0.843530165,0.73004139,0.476783271,0.601989866,0.576829099,0.882237547,0.007242444,0.053
0.159570307,0.602863499,0.014339183,0.164734374,0.413316557,0.553150006,0.368788624,0.211718864,0.142488976,0.199402539,0.085845,0.054
0.256489044,0.334576531,0.448511299,0.237896043,0.410090211,0.396001043,0.441748694,0.297393258,0.943773198,0.614022393,0.217024313,0.055
0.063180741,0.345336898,0.360781172,0.615753798,0.191076682,0.207502264,0.148866317,0.455522854,0.479031722,0.489653347,0.068583061,0.056
0.333434169,0.173128411,0.864609954,0.925613197,0.974113365,0.919034622,0.843990013,0.591174014,0.300678091,0.630522114,0.264338959,0.057
0.511397846,0.490979983,0.345977409,0.376518584,0.903053217,0.763000082,0.289838832,0.885084626,0.06099994,0.66323518,0.334775339,0.058
0.435685366,0.432089146,0.947298996,0.079849575,0.183760996,0.649149409,0.627236265,0.64421279,0.750884912,0.336966276,0.988748001,0.059
0.216685575,0.598388442,0.622479907,0.742140361,0.940097908,0.92214896,0.904594817,0.614932992,0.729761977,0.283750869,0.402552229,0.06
0.360324371,0.319913104,0.189689225,0.009750939,0.625404969,0.546943497,0.643095084,0.958101289,0.610881184,0.676583196,0.100260145,0.061
0.812196346,0.727598877,0.77285043,0.20301807,0.317670745,0.093192754,0.458373309,0.737598944,0.942559176,0.028063847,0.424346423,0.062
0.437685134,0.530859135,0.389607393,0.184261986,0.192208101,0.98759572,0.641388283,0.752033291,0.206842154,0.066330896,0.676574997,0.063
0.222944182,0.550059959,0.099626347,0.95844795,0.261388668,0.155548143,0.96514382,0.096165907,0.973975671,0.112945262,0.509906283,0.064
0.488946987,0.771215638,0.056273482,0.287548829,0.807777395,0.184266149,0.393831326,0.204954804,0.737003733,0.311736642,0.241816183,0.065
0.726773766,0.450447656,0.530711578,0.498226623,0.676397429,0.677604228,0.86383648,0.050298792,0.433795744,0.857400504,0.992784425,0.066
0.613347407,0.153152089,0.108080111,0.886174879,0.03574472,0.408092926,0.356698303,0.415884162,0.156324685,0.022998152,0.004340918,0.067
0.162871094,0.370817036,0.136602419,0.492426182,0.135800338,0.259287389,0.216819098,0.429932219,0.563424559,0.661471109,0.505453465,0.068
0.136962473,0.099523834,0.365346219,0.135272008,0.098776133,0.991920338,0.266345926,0.51529373,0.36914105,0.008645057,0.926803427,0.069
0.828757748,0.558456715,0.336618303,0.514634565,0.357320352,0.584980013,0.71946348,0.951901089,0.624009004,0.868583695,0.939187128,0.07
0.748348845,0.169584537,0.932882103,0.813233862,0.331245898,0.430545398,0.018839529,0.320973436,0.876763512,0.055702794,0.551207306,0.071
0.943349149,0.654770407,0.700318495,0.510164399,0.406741316,0.021305499,0.152450907,0.402128744,0.277723291,0.260551187,0.03341965,0.072
0.477814191,0.286566558,0.13022875,0.602244637,0.980746561,0.903178575,0.124444723,0.758469116,0.623820138,0.637045487,0.276838993,0.073
0.147201626,0.961552139,0.825448575,0.466350555,0.966476316,0.322982122,0.58741053,0.970031401,0.050325816,0.297444295,0.567597137,0.074
0.152524424,0.944365716,0.32778947,0.43933357,0.203666982,0.915191926,0.612577852,0.826402299,0.511551129,0.125097924,0.768413796,0.075
0.623651883,0.287477744,0.275446077,0.901963505,0.943677838,0.272772817,0.722346613,0.989334704,0.186553991,0.574927905,0.61988879,0.076
0.887497788,0.021492384,0.113193691,0.055921395,0.558656665,0.103786878,0.454641925,0.309502411,0.260449751,0.961674288,0.937559596,0.077
0.761351447,0.738644513,0.822374881,0.883583891,0.176166232,0.517139973,0.387855924,0.712177887,0.947342166,0.987621657,0.885262734,0.078
0.729432957,0.875790962,0.914410512,0.45492169,0.088579612,0.552821662,0.194766848,0.172033744,0.586617605,0.998331996,0.743941812,0.079
0.30678646,0.153267371,0.076438863,0.278806078,0.865795471,0.385124242,0.714974884,0.400374548,0.74431476,0.081344692,0.728597791,0.08
0.112085739,0.698443683,0.593112251,0.912357485,0.830428441,0.220673422,0.395024757,0.417500912,0.006040953,0.33532602,0.05027,0.081
0.840926197,0.977324685,0.271814166,0.530130494,0.266138604,0.801896892,0.160908649,0.830687813,0.594146097,0.179340446,0.103217536,0.082
0.188268327,0.371009037,0.296904556,0.190399088,0.101128164,0.002606226,0.497473671,0.577975406,0.113643119,0.565112772,0.116817578,0.083
0.127160662,0.642067693,0.620593306,0.36474504,0.818805388,0.053448519,0.814478783,0.288379544,0.948488193,0.977498232,0.005039935,0.084
0.367347583,0.90936903,0.127257268,0.248619606,0.891201288,0.945770896,0.063677294,0.723944639,0.613539141,0.50327782,0.391912349,0.085
0.175885273,0.792457162,0.600411441,0.618338976,0.285850857,0.911304114,0.065129438,0.380678036,0.133165695,0.968032441,0.269522853,0.086
0.478120092,0.50817388,0.633666443,0.772580241,0.549695195,0.39620224,0.26688019,0.696392343,0.804259601,0.39112085,0.217362959,0.087
0.299461891,0.489210115,0.43138782,0.294690795,0.140521707,0.890723487,0.139946332,0.765723488,0.135814997,0.488514769,0.752460464,0.088
0.031852278,0.852522196,0.017218637,0.622323243,0.419271352,0.509708634,0.214887921,0.890556217,0.425885839,0.0408737,0.709124037,0.089
0.418054949,0.002552662,0.464642087,0.047492621,0.012242683,0.432836126,0.786084819,0.187649682,0.735415759,0.761541743,0.299261308,0.09
0.518327527,0.958357086,0.945560851,0.538893345,0.332059535,0.206344316,0.483524343,0.739964723,0.821661647,0.103661736,0.856986574,0.091
0.054516649,0.294152245,0.342468945,0.701595659,0.925726323,0.260924894,0.87314012,0.914922481,0.591753966,0.266453882,0.292068599,0.092
0.108509728,0.325329015,0.144404022,0.276826623,0.99587777,0.42700965,0.758970939,0.264245807,0.413766854,0.818921055,0.678125823,0.093
0.331072858,0.513580518,0.74393747,0.108374089,0.971697857,0.172589279,0.192350737,0.258299472,0.821728874,0.131849849,0.020191406,0.094
0.665933133,0.482313147,0.864009252,0.996300628,0.989808015,0.6575886,0.34241574,0.738919522,0.82922973,0.157482763,0.663495494,0.095
0.234631241,0.077408449,0.461763102,0.992574878,0.619183677,0.581602591,0.359267242,0.479138419,0.755887853,0.696098318,0.411866788,0.096
0.682895833,0.446286884,0.989998314,0.374346643,0.023081426,0.605228705,0.215029959,0.232267669,0.672164932,0.595310201,0.789826084,0.097
0.827932423,0.802145236,0.073954123,0.879559968,0.548128171,0.702343768,0.266241348,0.008084643,0.993576458,0.237366369,0.397692166,0.098
0.921596105,0.387756672,0.651956057,0.290838308,0.528214784,0.860581341,0.068354987,0.526760156,0.278420076,0.023643285,0.561528594,0.099
0.419528992,0.908245116,0.535057777,0.775821105,0.628863886,0.541123124,0.26061244,0.731888567,0.186762657,0.686360097,0.518685437,0.1
0.955088699,0.595322523,0.815685928,0.341610792,0.40445842,0.390829563,0.931807871,0.250721316,0.87175757,0.355217904,0.478214444,0.101
0.340383325,0.754354367,0.652976283,0.013087141,0.035976955,0.250900073,0.672717445,0.78961119,0.068752042,0.368002327,0.463426337,0.102
0.765842004,0.719815103,0.613650761,0.791818345,0.683390269,0.475008925,0.519381537,0.757360797,0.209487334,0.362044439,0.542605721,0.103
0.663177123,0.369679036,0.013891731,0.682737752,0.896173512,0.042612597,0.074991998,0.417169936,0.652604473,0.911050712,0.235768828,0.104
0.22160588,0.948362957,0.027627832,0.737832212,0.567046286,0.003929093,0.19808098,0.275228845,0.6819558,0.696091989,0.30243531,0.105
0.516182123,0.192143998,0.249057452,0.008688326,0.285059647,0.790573581,0.353366117,0.193643799,0.381105857,0.153542277,0.338360594,0.106
0.092842011,0.028747818,0.485214221,0.016246397,0.141262857,0.183799656,0.125779611,0.045595235,0.361149029,0.030510431,0.38791695,0.107
0.13923514,0.475308931,0.645324667,0.762539084,0.814445847,0.683981796,0.163611726,0.433019877,0.684006997,0.128550917,0.310836716,0.108
0.755084381,0.218735271,0.98774632,0.993841361,0.3784184,0.34280249,0.395883506,0.785302875,0.211488108,0.740368979,0.324090974,0.109
0.758620039,0.227487133,0.156474462,0.014268463,0.758571856,0.963097018,0.681044294,0.093592166,0.296353784,0.669348172,0.629236338,0.11
0.434880768,0.500325744,0.628736247,0.629868935,0.350068343,0.267106937,0.00248738,0.733897885,0.743696881,0.197767457,0.877729219,0.111
0.950494958,0.291941801,0.76871078,0.645093769,0.288208022,0.935018916,0.411972839,0.585758669,0.79853075,0.717819604,0.105530821,0.112
0.877393946,0.679368612,0.721128089,0.029658565,0.698817448,0.172310917,0.72685131,0.368641913,0.028276678,0.439651877,0.800973923,0.113
0.545993171,0.278067061,0.823194134,0.792164538,0.174048974,0.274666458,0.344106862,0.850013767,0.334556123,0.640305002,0.850934029,0.114
0.270503964,0.987873878,0.507430258,0.544739004,0.271128663,0.728745051,0.09662585,0.382886132,0.559976084,0.694072808,0.385086027,0.115
0.528613552,0.362954335,0.260985652,0.856488616,0.412731542,0.896525934,0.541006433,0.595168968,0.569606618,0.79715132,0.14377896,0.116
0.179145935,0.177800033,0.679261143,0.099618029,0.477398164,0.132308476,0.633098021,0.731927133,0.092430932,0.484318964,0.410678398,0.117
0.169969966,0.566809926,0.476402359,0.578348091,0.592335548,0.162527547,0.40323203,0.720797504,0.936610385,0.509591128,0.96231147,0.118
0.355980551,0.591616339,0.906063518,0.311088636,0.75329663,0.12709365,0.648270473,0.777160694,0.43277907,0.131004117,0.432653961,0.119
0.15490075,0.341346814,0.412287049,0.039362843,0.34324502,0.690907301,0.347131099,0.636763125,0.860886199,0.120252658,0.143344335,0.12
0.75212718,0.258004994,0.176518187,0.103441343,0.696998024,0.341670995,0.86160864,0.203678029,0.204267979,0.066333861,0.160434497,0.121
0.316982751,0.976414334,0.091069695,0.096373758,0.1905965,0.417685363,0.29474566,0.938623834,0.153273005,0.511504659,0.392386822,0.122
0.396984898,0.674072645,0.981251911,0.934793842,0.821034692,0.787997937,0.418912859,0.899463598,0.408348377,0.448972312,0.957476609,0.123
0.415551934,0.235125243,0.253838626,0.216389206,0.967912701,0.487892842,0.424792994,0.683135164,0.168030308,0.355618466,0.23921469,0.124
0.40205813,0.490409067,0.645759787,0.004231676,0.414435731,0.742861164,0.259074032,0.917974627,0.55001331,0.68695802,0.640585122,0.125
0.528032815,0.614926002,0.309433501,0.900780339,0.465580058,0.311373597,0.902812515,0.371191641,0.112400246,0.190645601,0.924336704,0.126
0.294741549,0.137394996,0.766611769,0.439910792,0.619431244,0.799034337,0.747393638,0.004185136,0.879795364,0.85250137,0.888160402,0.127
0.008917045,0.224741978,0.412530273,0.547286111,0.357870201,0.445874995,0.167057988,0.027999364,0.284923511,0.464942179,0.177414195,0.128
0.749436204,0.313791723,0.66639132,0.630650297,0.663210805,0.96476917,0.390152966,0.242084116,0.502935966,0.893429448,0.266662477,0.129
0.597560519,0.032349834,0.20414034,0.038699649,0.083988772,0.956325796,0.995446189,0.342162617,0.156511283,0.996513578,0.348107245,0.13
0.263418809,0.440083536,0.786897803,0.275565798,0.678883311,0.422249335,0.416547766,0.205713187,0.543586599,0.000884551,0.620722984,0.131
0.156543735,0.462496693,0.195525829,0.62258027,0.768837268,0.186870796,0.077326002,0.526709301,0.048852936,0.54698679,0.88228396,0.132
0.932661374,0.902070789,0.823353977,0.258131533,0.087864747,0.058375374,0.014049775,0.191944456,0.65824169,0.843435641,0.331019025,0.133
0.560769525,0.670931219,0.549158555,0.765357158,0.90964336,0.518726521,0.823291255,0.4395354,0.957001985,0.104143108,0.499475363,0.134
0.273116545,0.053607362,0.716088809,0.794598956,0.049204956,0.777754242,0.420755039,0.00634951,0.27389365,0.952973806,0.976232756,0.135
0.922825371,0.045683215,0.222010787,0.792947752,0.970132869,0.360455854,0.158243459,0.086201514,0.018370874,0.355460401,0.223854577,0.136
0.969418785,0.307539874,0.027077659,0.527577768,0.860208828,0.939786965,0.565457972,0.624385697,0.112979777,0.739526737,0.793332593,0.137
0.015159218,0.788801081,0.43938718,0.891362855,0.16465829,0.34887385,0.692996318,0.851314316,0.158529441,0.423489736,0.734334049,0.138
0.307036865,0.688687246,0.333102026,0.815598456,0.44459159,0.500705716,0.614706568,0.768649339,0.597472874,0.272023503,0.493862582,0.139
0.484845654,0.607236381,0.446677951,0.168659366,0.403079694,0.557280258,0.545812243,0.880988893,0.310794497,0.22711397,0.198614881,0.14
0.841757731,0.696948296,0.944963229,0.643099483,0.142867462,0.092378051,0.20397256,0.486548316,0.164326327,0.420281446,0.182899823,0.141
0.213512945,0.10304085,0.239227295,0.848465183,0.028786024,0.220838788,0.954003973,0.701751428,0.321567964,0.267816455,0.299697527,0.142
0.168272307,0.48088745,0.065792543,0.520089297,0.802708615,0.685967307,0.202138678,0.950253933,0.342983603,0.717033331,0.602187261,0.143
0.216001825,0.776418412,0.940813867,0.552392041,0.820625461,0.400020297,0.290919973,0.761339335,0.260202653,0.338234813,0.369656474,0.144
0.599804346,0.241658767,0.221634587,0.029642631,0.999045137,0.833690286,0.557150018,0.571674593,0.69091176,0.708962138,0.096735101,0.145
0.83324694,0.637737094,0.673980471,0.4880473,0.413973251,0.38502968,0.415841302,0.56856175,0.462380098,0.116344514,0.81859041,0.146
0.597371925,0.347836968,0.109411776,0.127179993,0.767630763,0.939804965,0.07092187,0.451861182,0.161557452,0.270595582,0.775292619,0.147
0.950687049,0.974463634,0.559289145,0.779386487,0.424700091,0.20576586,0.427114463,0.909223193,0.447604714,0.661561493,0.776736386,0.148
0.880822909,0.949617807,0.954027526,0.568705441,0.03867928,0.392713671,0.985159494,0.542282702,0.915538855,0.193317063,0.432268612,0.149
0.142403922,0.245567652,0.18107092,0.994824286,0.151647707,0.732196897,0.621211443,0.143353544,0.376809335,0.720613506,0.900361141,0.15
0.441715809,0.879183557,0.801389087,0.757262143,0.31549902,0.791093653,0.762780484,0.262552878,0.5279344,0.073278252,0.231049255,0.151
0.695505545,0.715740886,0.704205008,0.206151213,0.58009456,0.719073767,0.803756024,0.135142992,0.327884649,0.795610767,0.693671965,0.152
0.548661647,0.069731343,0.599970456,0.813806706,0.444157111,0.26647943,0.170272397,0.195210939,0.730832976,0.522636784,0.655785969,0.153
0.827991951,0.241406534,0.432209115,0.205879842,0.809673855,0.20273407,0.977756838,0.975029011,0.28379894,0.712050677,0.18100787,0.154
0.220290298,0.497188103,0.749130678,0.158754743,0.039970129,0.631762158,0.516193601,0.089751462,0.488425748,0.096765402,0.520801973,0.155
0.349428529,0.505167222,0.567807986,0.640399415,0.264340166,0.206426156,0.360909217,0.825329758,0.835414316,0.526672962,0.738125788,0.156
0.950670644,0.931980265,0.465674934,0.800105755,0.172121252,0.033396192,0.742328472,0.093190069,0.478587759,0.49348928,0.289913255,0.157
0.693194031,0.704569849,0.910442319,0.992437774,0.968453497,0.810467451,0.496475914,0.09334434,0.923223027,0.679683021,0.438975706,0.158
0.516409901,0.507267019,0.297261967,0.308701301,0.21372818,0.685442933,0.915078006,0.609052303,0.55654589,0.434512723,0.065770446,0.159
0.917162736,0.113674676,0.499742882,0.160739066,0.749386122,0.926470527,0.535016537,0.820874113,0.687380539,0.99746332,0.494026337,0.16
0.68809392,0.847079777,0.308244001,0.404951318,0.844619062,0.389088333,0.936634319,0.881878455,0.078607028,0.179552484,0.464165892,0.161
0.948789309,0.77512254,0.300475811,0.035012804,0.149815848,0.140538789,0.636207983,0.965257653,0.481197706,0.361217551,0.199291745,0.162
0.303574619,0.411100665,0.798148651,0.05976082,0.550808022,0.764736695,0.124114344,0.500903502,0.006004174,0.629914956,0.545657051,0.163
0.731309521,0.590083031,0.882228328,0.153099263,0.960403764,0.852035577,0.519481173,0.910115378,0.000657043,0.174629555,0.310540137,0.164
0.112698106,0.855730958,0.669893444,0.411744753,0.794830669,0.955433074,0.049330619,0.232192755,0.611801454,0.127887402,0.344938236,0.165
0.604906213,0.59011705,0.293005259,0.117934645,0.534902972,0.72842232,0.71544665,0.108099252,0.135875491,0.786972683,0.619539625,0.166
0.183017857,0.938605516,0.019176306,0.038529985,0.322419763,0.860795886,0.855261695,0.34500581,0.706467718,0.797886348,0.525559605,0.167
0.199738698,0.891069666,0.255740485,0.792747739,0.881318739,0.865024999,0.729026098,0.613425097,0.012855789,0.819012861,0.507834081,0.168
0.474637754,0.171516657,0.245242314,0.720011661,0.875545574,0.764705752,0.855535133,0.598437584,0.525988923,0.700702577,0.175255745,0.169
0.468312893,0.14057981,0.463931675,0.824720679,0.232581854,0.485283923,0.003944473,0.726143713,0.635863535,0.509703313,0.057392841,0.17
0.290472373,0.927571501,0.317438084,0.124374745,0.772627485,0.415169913,0.128606197,0.100316911,0.248603811,0.079992999,0.941950362,0.171
0.830009354,0.711861625,0.970477677,0.632518248,0.964012056,0.732115072,0.051891819,0.531906693,0.088629931,0.463073054,0.30352886,0.172
0.507440614,0.329719389,0.873415545,0.44312957,0.694541557,0.674797927,0.654330867,0.134417595,0.799275387,0.731324574,0.426321584,0.173
0.309820191,0.028982482,0.889016393,0.789061602,0.267545802,0.256203263,0.364407758,0.175563098,0.486116341,0.945648324,0.568005448,0.174
0.785925725,0.109016449,0.014994608,0.22307407,0.682300392,0.384946798,0.98202316,0.194189005,0.798730225,0.959762016,0.332220783,0.175
0.802262206,0.825698098,0.509096699,0.783984295,0.282329157,0.768615118,0.655831145,0.083104656,0.307663711,0.261155476,0.467203476,0.176
0.698619082,0.613680635,0.238460061,0.744846504,0.369929018,0.00642125,0.07695953,0.70506957,0.928569991,0.788994397,0.550702743,0.177
0.862867014,0.761007637,0.266855073,0.867812186,0.727723654,0.664511247,0.793906405,0.147974865,0.940271128,0.487676002,0.730774884,0.178
0.401597013,0.287177467,0.854171596,0.035121787,0.839883457,0.81831378,0.068877463,0.987526125,0.256548331,0.535833667,0.526773713,0.179
0.783739565,0.833328852,0.618073515,0.854605595,0.525352243,0.989653904,0.389883768,0.441259966,0.580279895,0.18872987,0.684611261,0.18
0.88510797,0.936965962,0.343092167,0.067861504,0.462447881,0.516354527,0.861237659,0.861899239,0.363644397,0.731139183,0.875090431,0.181
0.987212988,0.067295614,0.546049375,0.423683529,0.594651258,0.194921536,0.340364291,0.529734763,0.083689262,0.160756894,0.673320049,0.182
0.02546069,0.322393105,0.521628456,0.644078571,0.104419755,0.720739619,0.388267931,0.180699308,0.121821775,0.872751273,0.311655734,0.183
0.980735455,0.34026419,0.727559477,0.973489018,0.86363764,0.42473482,0.599791496,0.607083713,0.822630316,0.492810105,0.115395954,0.184
0.552044838,0.727352773,0.440563729,0.407011007,0.382998363,0.186336809,0.241363898,0.952732235,0.903037683,0.470405374,0.729016322,0.185
0.915000549,0.922734027,0.471367915,0.86916588,0.38796449,0.28244022,0.055580609,0.318840182,0.234468671,0.112818345,0.365259527,0.186
0.800665462,0.84104418,0.891157666,0.052636632,0.632827814,0.622830977,0.901375407,0.591839062,0.964912961,0.218357685,0.279219979,0.187
0.712966288,0.436541401,0.179456358,0.542864705,0.554388847,0.538070835,0.46311004,0.848530635,0.966408464,0.584879174,0.639280701,0.188
0.292974849,0.704356224,0.475365079,0.826010864,0.31730209,0.875075948,0.834857546,0.879346093,0.887992218,0.669577567,0.101927371,0.189
0.219903529,0.466862927,0.272391313,0.102036618,0.497651348,0.239614493,0.59912358,0.120079534,0.297352551,0.973608798,0.543773181,0.19
0.414749196,0.483252637,0.878599122,0.948172156,0.73472153,0.086377878,0.558229301,0.584865681,0.962483577,0.874971764,0.133664324,0.191
0.153291686,0.749838882,0.426285252,0.221815933,0.538182279,0.343432252,0.088477999,0.188565489,0.245659324,0.111291134,0.075446047,0.192
0.168711474,0.599036924,0.042502761,0.474988464,0.375652382,0.813219149,0.618304222,0.964357308,0.902315961,0.849839234,0.440376188,0.193
0.79257461,0.515447061,0.361832858,0.246434739,0.857587809,0.973272922,0.680316496,0.928273796,0.576077551,0.36643178,0.596800902,0.194
0.392340629,0.491865779,0.872760239,0.851549142,0.390957182,0.955397252,0.807342085,0.005769171,0.643322976,0.739927904,0.979603294,0.195
0.824473343,0.833470811,0.442531744,0.575366222,0.607495194,0.486182401,0.751790224,0.56281069,0.282262321,0.31966733,0.42811524,0.196
0.625995306,0.639542623,0.30174615,0.586186231,0.003504418,0.725447026,0.170542938,0.58881245,0.550413349,0.892088125,0.758736611,0.197
0.354694956,0.036037141,0.498600556,0.029106712,0.851894371,0.876736657,0.009180938,0.550786331,0.647832427,0.72521112,0.680417669,0.198
