F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,Target
0.775610395,0.874716872,0.131910592,0.022102902,0.992905,0.806086178,0.739694916,0.754579891,0.893651438,0.414864238,0.334932288,0.9829838,0.229249382,0.092752665,0.104636293,0.220859956,0.446594971,0.211904976,0.273227317,0.01
0.314524336,0.353531359,0.065318436,0.752787051,0.206783842,0.826510811,0.726119741,0.896225416,0.47057242,0.922660536,0.514178427,0.461368848,0.558101411,0.844382291,0.887418893,0.762743104,0.549614756,0.848713357,0.845828594,0.011
0.469391578,0.852043533,0.633971368,0.526446784,0.670402377,0.238339906,0.141455726,0.047835991,0.038597861,0.834875777,0.125116691,0.288216173,0.765011848,0.177740765,0.397206073,0.596173777,0.425903096,0.261163529,0.880691162,0.012
0.70990379,0.563299698,0.031669101,0.373336083,0.808806839,0.571614827,0.376515105,0.045378864,0.77519655,0.468068397,0.62830848,0.014562801,0.14700618,0.440260662,0.846097447,0.570443447,0.619270208,0.870443285,0.76831211,0.013
0.59004791,0.623396569,0.550089599,0.136148772,0.171848931,0.136889827,0.285097507,0.745394212,0.52460585,0.605587512,0.220003805,0.093594892,0.800747914,0.310276375,0.471501075,0.240817983,0.458309313,0.406952799,0.734241521,0.014
0.068181306,0.90474664,0.521784341,0.312328837,0.806186047,0.038804142,0.719431098,0.408457378,0.25781124,0.942992006,0.445143609,0.719084139,0.881527677,0.122906429,0.194135538,0.572923931,0.807226783,0.666988236,0.699662638,0.015
0.785447241,0.197004679,0.528613804,0.179743174,0.129268977,0.357229143,0.364131514,0.120839209,0.248091092,0.339945116,0.979425574,0.436860118,0.229463188,0.927792905,0.924245423,0.680994525,0.195340739,0.86133504,0.056209101,0.016
0.545708275,0.350895725,0.93221949,0.925915064,0.119035626,0.294811093,0.577071436,0.437541627,0.268950279,0.323750464,0.027114952,0.700972871,0.05979054,0.181443928,0.023533064,0.41534777,0.176915974,0.820628651,0.574883558,0.017
0.847165135,0.066642372,0.818145018,0.84412048,0.31204248,0.564530628,0.842468594,0.161224348,0.186627953,0.731973717,0.58375529,0.113308866,0.590423408,0.722220479,0.46176024,0.90504311,0.712299084,0.068472871,0.108745174,0.018
0.044599238,0.372871306,0.011755479,0.13132149,0.452578624,0.904274388,0.620378539,0.534084814,0.010452112,0.8646643,0.529623025,0.024973589,0.712706392,0.641892434,0.292599961,0.635038742,0.760720397,0.763433356,0.486620918,0.019
0.459761633,0.143113905,0.987277296,0.602941096,0.185847126,0.339951709,0.648775877,0.961602656,0.099679808,0.925920853,0.680533382,0.961575318,0.520056546,0.97381038,0.248458638,0.945219771,0.94973764,0.799807469,0.403997901,0.02
0.13166516,0.345545179,0.677059679,0.485436273,0.784831226,0.038797088,0.327166517,0.106043947,0.122252505,0.457547433,0.379570209,0.534653796,0.406361442,0.143994357,0.418228393,0.980090051,0.599962263,0.235430257,0.488009488,0.021
0.84702898,0.802261197,0.823168564,0.851276493,0.278738102,0.502896062,0.353835133,0.895872664,0.45854867,0.879509391,0.53921347,0.399224325,0.983473277,0.831881671,0.591373638,0.871773334,0.180362371,0.216545327,0.985528103,0.022
0.028966899,0.65020152,0.116547359,0.183081172,0.252411152,0.091219146,0.652123111,0.223675563,0.368156241,0.333330542,0.643316387,0.905049898,0.318116777,0.375707389,0.865064716,0.010604253,0.235034164,0.91574409,0.395645653,0.023
0.44944668,0.460003948,0.365746065,0.303855173,0.863261832,0.388977064,0.707119413,0.698443274,0.066707683,0.780331977,0.528730726,0.591103012,0.999221026,0.502271021,0.503055261,0.010117914,0.105885341,0.849399064,0.363316793,0.024
0.60318895,0.527284628,0.280041644,0.811490693,0.751437893,0.212140998,0.555892142,0.387286327,0.251213285,0.404549029,0.48106309,0.005338624,0.764246457,0.354545843,0.515504209,0.356093847,0.037128256,0.638121337,0.657986567,0.025
0.017587953,0.19756654,0.262693599,0.878994467,0.032163726,0.784399493,0.879512458,0.855004119,0.275243566,0.192228876,0.533268932,0.685607898,0.147938263,0.3456234,0.367351698,0.875178351,0.348432815,0.2725069,0.153322544,0.026
0.089045434,0.953196193,0.573482881,0.772139543,0.286346753,0.073545088,0.834497046,0.280049256,0.120751863,0.15301326,0.970741019,0.694110173,0.992888578,0.014781162,0.406097051,0.511765251,0.05490556,0.89005546,0.286663041,0.027
0.60543849,0.527474615,0.199063885,0.080703814,0.492344475,0.436462169,0.976992807,0.115023334,0.998824981,0.85353099,0.332142072,0.794413382,0.140882759,0.650323747,0.382255842,0.042641427,0.858698301,0.290422486,0.281255684,0.028
0.837919418,0.660324909,0.16467669,0.272917294,0.815785362,0.343168497,0.471030864,0.001283221,0.443434702,0.985873564,0.708808396,0.297530279,0.834223009,0.535541225,0.289781838,0.349986307,0.072725662,0.740176358,0.610795272,0.029
0.034715937,0.790874956,0.761999234,0.811178469,0.447933283,0.363263292,0.257433095,0.166358472,0.293045311,0.94105739,0.989274495,0.88184448,0.288568974,0.448834116,0.733376376,0.602622184,0.74551175,0.045064493,0.209180853,0.03
0.907538728,0.274442962,0.972411966,0.416062931,0.815380617,0.906251394,0.442903682,0.833508711,0.04083316,0.805041658,0.404916599,0.113193362,0.539849497,0.181393875,0.478198016,0.608713692,0.076924164,0.531665904,0.385283108,0.031
0.679010501,0.442778073,0.094803238,0.548347009,0.54292839,0.501744501,0.111711308,0.915253635,0.849538462,0.765654308,0.215886597,0.992969517,0.110677487,0.456027646,0.659906605,0.180758949,0.029569422,0.692602674,0.834590775,0.032
0.016225525,0.546489747,0.533535844,0.215458299,0.194871287,0.933781388,0.984039254,0.099374908,0.630753642,0.696538205,0.476165725,0.963032668,0.47411828,0.450577358,0.331688305,0.24002213,0.518289546,0.931103138,0.8920977,0.033
0.037790912,0.623096873,0.518980058,0.225405312,0.980782838,0.209374795,0.873623887,0.419460075,0.577314073,0.639127603,0.692903914,0.173272234,0.661383579,0.090181391,0.003591554,0.882756681,0.181058126,0.346581405,0.247088795,0.034
0.637998321,0.132562939,0.777609779,0.924968107,0.774311909,0.380268901,0.510230211,0.033604497,0.158932092,0.92628606,0.054099919,0.347988607,0.914553724,0.680105434,0.97192955,0.403470925,0.386660061,0.943646473,0.520059492,0.035
0.443732594,0.199141992,0.342265947,0.315393059,0.345566052,0.45381897,0.290171521,0.853031072,0.478890159,0.606718226,0.005174565,0.139295709,0.712147437,0.042234309,0.798952449,0.448968927,0.089706911,0.260388683,0.224383554,0.036
0.656135604,0.009516336,0.133895466,0.219402125,0.206063493,0.159713903,0.289521689,0.476229921,0.815446486,0.421064077,0.817784827,0.427010141,0.32924169,0.888205585,0.858760961,0.073635736,0.098099782,0.240850748,0.323965029,0.037
0.205542715,0.661273246,0.029464235,0.784187931,0.764109436,0.861988622,0.814710182,0.874771311,0.18124989,0.367591277,0.66653438,0.788635069,0.17136422,0.621671099,0.8007182,0.539152351,0.880507419,0.470906302,0.543364721,0.038
0.984238485,0.370849485,0.105825176,0.684869079,0.982186691,0.228657498,0.605570544,0.470319008,0.471249172,0.836047069,0.040650675,0.37084778,0.473300109,0.872021955,0.041032067,0.197140562,0.673928687,0.567553971,0.962249108,0.039
0.371400036,0.992301608,0.499552567,0.711589401,0.282259443,0.693066652,0.911588731,0.978720289,0.452100443,0.521481231,0.132423134,0.69277863,0.634112363,0.101656446,0.135407047,0.487242769,0.369474933,0.117892902,0.568328972,0.04
0.177686212,0.377337594,0.070006355,0.529438442,0.024517475,0.225117401,0.484626486,0.967226432,0.752266159,0.400851264,0.34613244,0.066327232,0.526111767,0.564257793,0.135856276,0.018348802,0.231044064,0.027676106,0.35663795,0.041
0.239023962,0.659596759,0.616844513,0.269422889,0.258195939,0.35699941,0.592038646,0.936764155,0.656310913,0.864636637,0.213302563,0.356835063,0.919376513,0.802961431,0.66150458,0.142233468,0.464880787,0.049278833,0.86011924,0.042
0.918390916,0.716680781,0.4946443,0.413475991,0.359864104,0.464471617,0.916060728,0.091961896,0.879924388,0.703582788,0.237132044,0.326068163,0.42190947,0.059376946,0.016142788,0.804248856,0.691137228,0.03381135,0.524092122,0.043
0.412887958,0.09510686,0.917275618,0.4563823,0.562509354,0.729678862,0.20459151,0.631937734,0.745731834,0.146510256,0.944237248,0.133648149,0.434589734,0.62494307,0.527304111,0.855783534,0.723066098,0.295323907,0.378657486,0.044
0.727090554,0.348163933,0.777504071,0.475115666,0.820697761,0.811657916,0.989697839,0.865023968,0.092872544,0.951667032,0.16387904,0.681837585,0.667969301,0.454955762,0.446382368,0.186736826,0.618247929,0.939557312,0.536875144,0.045
0.899353171,0.785813801,0.734340878,0.162223144,0.643975968,0.164662241,0.159028708,0.434313807,0.658708451,0.941867401,0.036086443,0.655879802,0.608464536,0.945140689,0.00899044,0.040921642,0.098613537,0.017908257,0.91527601,0.046
0.88169108,0.74775892,0.117582454,0.253466116,0.615681234,0.856066938,0.471174855,0.171791728,0.829144431,0.547163925,0.065967234,0.136274388,0.92484627,0.684939828,0.137414434,0.456093996,0.11542697,0.229648634,0.181165049,0.047
0.509111904,0.47703833,0.427903924,0.507541304,0.649014117,0.708926689,0.376060763,0.740134932,0.113200257,0.066972031,0.705208542,0.625827265,0.132777652,0.604530626,0.946900939,0.638532142,0.94175768,0.02999727,0.21010235,0.048
0.210315848,0.735738265,0.381433931,0.678312637,0.966541131,0.726962,0.821194427,0.315719914,0.91053504,0.569764875,0.1347864,0.916287164,0.229969106,0.922990228,0.076642464,0.553151354,0.782336417,0.08536256,0.374231803,0.049
0.776292524,0.183854237,0.716179241,0.82892071,0.363330683,0.663319796,0.73036906,0.195011642,0.809702791,0.613347512,0.78782723,0.423421014,0.344284852,0.069812576,0.634738298,0.26023224,0.03077425,0.35752386,0.398488665,0.05
0.227426998,0.194676407,0.040555101,0.149464661,0.310438819,0.482512513,0.867546798,0.428338208,0.395847799,0.805200532,0.253680607,0.164611648,0.284391113,0.300376288,0.597273508,0.660403001,0.197785949,0.045033067,0.602416774,0.051
0.688288466,0.935762271,0.574827675,0.901595994,0.99354772,0.722694376,0.302641218,0.512971352,0.335163095,0.805195704,0.442106402,0.756465916,0.919777886,0.021421258,0.526597194,0.830038298,0.379577278,0.27452245,0.408545089,0.052
0.482660293,0.53269719,0.982310349,0.997623015,0.843530165,0.73004139,0.476783271,0.601989866,0.576829099,0.882237547,0.007242444,0.291364405,0.554563763,0.352768407,0.946355516,0.835836261,0.03127032,0.75160035,0.030078443,0.053
0.159570307,0.602863499,0.014339183,0.164734374,0.413316557,0.553150006,0.368788624,0.211718864,0.142488976,0.199402539,0.085845,0.362109396,0.875743047,0.599862313,0.615387355,0.446071864,0.804158663,0.330027142,0.712710916,0.054
0.256489044,0.334576531,0.448511299,0.237896043,0.410090211,0.396001043,0.441748694,0.297393258,0.943773198,0.614022393,0.217024313,0.635420763,0.445620101,0.081659777,0.390789982,0.823819344,0.298383855,0.346843841,0.233627407,0.055
0.063180741,0.345336898,0.360781172,0.615753798,0.191076682,0.207502264,0.148866317,0.455522854,0.479031722,0.489653347,0.068583061,0.058802978,0.017064547,0.225759047,0.168045397,0.252057072,0.88162526,0.091976869,0.422459894,0.056
0.333434169,0.173128411,0.864609954,0.925613197,0.974113365,0.919034622,0.843990013,0.591174014,0.300678091,0.630522114,0.264338959,0.676706317,0.98619682,0.582472711,0.674079783,0.322009696,0.277225052,0.3262148,0.019975524,0.057
0.511397846,0.490979983,0.345977409,0.376518584,0.903053217,0.763000082,0.289838832,0.885084626,0.06099994,0.66323518,0.334775339,0.083464632,0.965672836,0.471145406,0.707904497,0.042694566,0.190814193,0.548157249,0.272527199,0.058
0.435685366,0.432089146,0.947298996,0.079849575,0.183760996,0.649149409,0.627236265,0.64421279,0.750884912,0.336966276,0.988748001,0.459329809,0.922206561,0.094069244,0.500626859,0.188413521,0.267352566,0.417051751,0.762140006,0.059
0.216685575,0.598388442,0.622479907,0.742140361,0.940097908,0.92214896,0.904594817,0.614932992,0.729761977,0.283750869,0.402552229,0.100594949,0.043443667,0.464542875,0.170333236,0.834680924,0.062340475,0.891054918,0.588709906,0.06
0.360324371,0.319913104,0.189689225,0.009750939,0.625404969,0.546943497,0.643095084,0.958101289,0.610881184,0.676583196,0.100260145,0.989401774,0.345587611,0.218143975,0.277333204,0.072371539,0.113830221,0.174156102,0.273700577,0.061
0.812196346,0.727598877,0.77285043,0.20301807,0.317670745,0.093192754,0.458373309,0.737598944,0.942559176,0.028063847,0.424346423,0.233500378,0.47516763,0.69521098,0.533765232,0.19522011,0.534543949,0.236565574,0.13941581,0.062
0.437685134,0.530859135,0.389607393,0.184261986,0.192208101,0.98759572,0.641388283,0.752033291,0.206842154,0.066330896,0.676574997,0.911313442,0.033552639,0.554960798,0.074253727,0.408790607,0.707940017,0.902352234,0.940511442,0.063
0.222944182,0.550059959,0.099626347,0.95844795,0.261388668,0.155548143,0.96514382,0.096165907,0.973975671,0.112945262,0.509906283,0.13374229,0.58674303,0.617242288,0.436740108,0.734052518,0.614081605,0.691989401,0.458018765,0.064
0.488946987,0.771215638,0.056273482,0.287548829,0.807777395,0.184266149,0.393831326,0.204954804,0.737003733,0.311736642,0.241816183,0.662456236,0.033406537,0.555925537,0.519200533,0.007066446,0.503216852,0.532636457,0.759005877,0.065
0.726773766,0.450447656,0.530711578,0.498226623,0.676397429,0.677604228,0.86383648,0.050298792,0.433795744,0.857400504,0.992784425,0.394608072,0.926946134,0.696234907,0.262023423,0.032934786,0.256387017,0.517401013,0.907120399,0.066
0.613347407,0.153152089,0.108080111,0.886174879,0.03574472,0.408092926,0.356698303,0.415884162,0.156324685,0.022998152,0.004340918,0.334345372,0.021387807,0.576070877,0.073426912,0.15780257,0.597738008,0.482892885,0.07964263,0.067
0.162871094,0.370817036,0.136602419,0.492426182,0.135800338,0.259287389,0.216819098,0.429932219,0.563424559,0.661471109,0.505453465,0.076663672,0.645905001,0.06622033,0.619023707,0.811878357,0.083405059,0.200458345,0.879638293,0.068
0.136962473,0.099523834,0.365346219,0.135272008,0.098776133,0.991920338,0.266345926,0.51529373,0.36914105,0.008645057,0.926803427,0.447516798,0.837879791,0.584301989,0.767089448,0.653410347,0.204268289,0.789791053,0.250408337,0.069
0.828757748,0.558456715,0.336618303,0.514634565,0.357320352,0.584980013,0.71946348,0.951901089,0.624009004,0.868583695,0.939187128,0.140848038,0.002685194,0.605661168,0.039861289,0.187408722,0.232063143,0.08172605,0.016255219,0.07
0.748348845,0.169584537,0.932882103,0.813233862,0.331245898,0.430545398,0.018839529,0.320973436,0.876763512,0.055702794,0.551207306,0.250927245,0.219817929,0.855975388,0.926120655,0.311782652,0.323358112,0.16762844,0.965457582,0.071
0.943349149,0.654770407,0.700318495,0.510164399,0.406741316,0.021305499,0.152450907,0.402128744,0.277723291,0.260551187,0.03341965,0.159005539,0.966982029,0.77095864,0.207325927,0.181517904,0.725731919,0.2140985,0.205692021,0.072
0.477814191,0.286566558,0.13022875,0.602244637,0.980746561,0.903178575,0.124444723,0.758469116,0.623820138,0.637045487,0.276838993,0.698117,0.867819778,0.273816933,0.347805356,0.338633795,0.482608768,0.139095825,0.79368494,0.073
0.147201626,0.961552139,0.825448575,0.466350555,0.966476316,0.322982122,0.58741053,0.970031401,0.050325816,0.297444295,0.567597137,0.051227595,0.977839336,0.217181986,0.647294715,0.016944757,0.505558597,0.988653665,0.835758794,0.074
0.152524424,0.944365716,0.32778947,0.43933357,0.203666982,0.915191926,0.612577852,0.826402299,0.511551129,0.125097924,0.768413796,0.058805009,0.778559803,0.071826836,0.02118322,0.222416253,0.657592361,0.408519262,0.217341759,0.075
0.623651883,0.287477744,0.275446077,0.901963505,0.943677838,0.272772817,0.722346613,0.989334704,0.186553991,0.574927905,0.61988879,0.894140693,0.087975367,0.548010125,0.455444458,0.044479511,0.328030023,0.001097323,0.432581893,0.076
0.887497788,0.021492384,0.113193691,0.055921395,0.558656665,0.103786878,0.454641925,0.309502411,0.260449751,0.961674288,0.937559596,0.819802271,0.225726337,0.301704855,0.556435379,0.606791206,0.95564808,0.436606779,0.445230315,0.077
0.761351447,0.738644513,0.822374881,0.883583891,0.176166232,0.517139973,0.387855924,0.712177887,0.947342166,0.987621657,0.885262734,0.477419373,0.8667893,0.088573197,0.405721867,0.421943695,0.60128872,0.040212161,0.757325385,0.078
0.729432957,0.875790962,0.914410512,0.45492169,0.088579612,0.552821662,0.194766848,0.172033744,0.586617605,0.998331996,0.743941812,0.984519708,0.304333221,0.40171956,0.807020711,0.015921323,0.469719091,0.445488606,0.099459338,0.079
0.30678646,0.153267371,0.076438863,0.278806078,0.865795471,0.385124242,0.714974884,0.400374548,0.74431476,0.081344692,0.728597791,0.385123776,0.434681579,0.517700524,0.925122508,0.403126597,0.839301557,0.409223484,0.598241016,0.08
0.112085739,0.698443683,0.593112251,0.912357485,0.830428441,0.220673422,0.395024757,0.417500912,0.006040953,0.33532602,0.05027,0.121609933,0.55794335,0.759357835,0.659670273,0.340608714,0.132286235,0.214782499,0.548929364,0.081
0.840926197,0.977324685,0.271814166,0.530130494,0.266138604,0.801896892,0.160908649,0.830687813,0.594146097,0.179340446,0.103217536,0.956483808,0.137559701,0.134783485,0.101212748,0.125159938,0.875148237,0.19242827,0.969572411,0.082
0.188268327,0.371009037,0.296904556,0.190399088,0.101128164,0.002606226,0.497473671,0.577975406,0.113643119,0.565112772,0.116817578,0.754543224,0.109354142,0.707703783,0.969359255,0.624623899,0.771434674,0.151680204,0.934299154,0.083
0.127160662,0.642067693,0.620593306,0.36474504,0.818805388,0.053448519,0.814478783,0.288379544,0.948488193,0.977498232,0.005039935,0.745822408,0.631625994,0.097210283,0.480897977,0.854385398,0.470198826,0.853284467,0.494649249,0.084
0.367347583,0.90936903,0.127257268,0.248619606,0.891201288,0.945770896,0.063677294,0.723944639,0.613539141,0.50327782,0.391912349,0.299119651,0.117902458,0.357747566,0.425705079,0.883245109,0.781019411,0.45832965,0.780591149,0.085
0.175885273,0.792457162,0.600411441,0.618338976,0.285850857,0.911304114,0.065129438,0.380678036,0.133165695,0.968032441,0.269522853,0.972168669,0.804232116,0.836225356,0.054258774,0.402191435,0.851971562,0.136839574,0.036488794,0.086
0.478120092,0.50817388,0.633666443,0.772580241,0.549695195,0.39620224,0.26688019,0.696392343,0.804259601,0.39112085,0.217362959,0.511237087,0.253416611,0.651165896,0.719923561,0.608743684,0.058094829,0.316032366,0.07606415,0.087
0.299461891,0.489210115,0.43138782,0.294690795,0.140521707,0.890723487,0.139946332,0.765723488,0.135814997,0.488514769,0.752460464,0.959719245,0.349324427,0.289643806,0.895129243,0.574165709,0.102952398,0.034284768,0.202538583,0.088
0.031852278,0.852522196,0.017218637,0.622323243,0.419271352,0.509708634,0.214887921,0.890556217,0.425885839,0.0408737,0.709124037,0.214476107,0.323124297,0.8328961,0.172699355,0.339384241,0.337324913,0.892922827,0.397644305,0.089
0.418054949,0.002552662,0.464642087,0.047492621,0.012242683,0.432836126,0.786084819,0.187649682,0.735415759,0.761541743,0.299261308,0.144573951,0.157878683,0.012693318,0.211130676,0.056010477,0.456289229,0.447839042,0.412722994,0.09
0.518327527,0.958357086,0.945560851,0.538893345,0.332059535,0.206344316,0.483524343,0.739964723,0.821661647,0.103661736,0.856986574,0.993341913,0.411758646,0.752457783,0.727888645,0.200698005,0.25569499,0.482408977,0.649454846,0.091
0.054516649,0.294152245,0.342468945,0.701595659,0.925726323,0.260924894,0.87314012,0.914922481,0.591753966,0.266453882,0.292068599,0.061256045,0.619590088,0.42207549,0.024755523,0.08396515,0.01745794,0.799917197,0.306598272,0.092
0.108509728,0.325329015,0.144404022,0.276826623,0.99587777,0.42700965,0.758970939,0.264245807,0.413766854,0.818921055,0.678125823,0.984434436,0.385482296,0.30179449,0.1964104,0.026431167,0.369867262,0.125284996,0.012373879,0.093
0.331072858,0.513580518,0.74393747,0.108374089,0.971697857,0.172589279,0.192350737,0.258299472,0.821728874,0.131849849,0.020191406,0.204196288,0.294438977,0.901732224,0.507498727,0.462708446,0.096247825,0.567021071,0.914890557,0.094
0.665933133,0.482313147,0.864009252,0.996300628,0.989808015,0.6575886,0.34241574,0.738919522,0.82922973,0.157482763,0.663495494,0.373423657,0.933808835,0.796747264,0.770400101,0.028332976,0.842627454,0.580665483,0.457918413,0.095
0.234631241,0.077408449,0.461763102,0.992574878,0.619183677,0.581602591,0.359267242,0.479138419,0.755887853,0.696098318,0.411866788,0.131993237,0.294229946,0.716887476,0.187045694,0.748801689,0.142475642,0.157724003,0.325041126,0.096
0.682895833,0.446286884,0.989998314,0.374346643,0.023081426,0.605228705,0.215029959,0.232267669,0.672164932,0.595310201,0.789826084,0.350662318,0.320702848,0.296151076,0.853189395,0.392522334,0.656572728,0.557401904,0.532869706,0.097
0.827932423,0.802145236,0.073954123,0.879559968,0.548128171,0.702343768,0.266241348,0.008084643,0.993576458,0.237366369,0.397692166,0.669410645,0.764586119,0.030530429,0.345611384,0.514633811,0.863149736,0.337586393,0.657685158,0.098
0.921596105,0.387756672,0.651956057,0.290838308,0.528214784,0.860581341,0.068354987,0.526760156,0.278420076,0.023643285,0.561528594,0.311855869,0.524446769,0.014128782,0.073933086,0.774725022,0.048144355,0.533560009,0.147590387,0.099
0.419528992,0.908245116,0.535057777,0.775821105,0.628863886,0.541123124,0.26061244,0.731888567,0.186762657,0.686360097,0.518685437,0.894815646,0.681343256,0.981144817,0.44651025,0.242494819,0.860525572,0.498026999,0.657935449,0.1
0.955088699,0.595322523,0.815685928,0.341610792,0.40445842,0.390829563,0.931807871,0.250721316,0.87175757,0.355217904,0.478214444,0.778692622,0.45044723,0.581720861,0.213496816,0.162699414,0.530261184,0.806243839,0.437172366,0.101
0.340383325,0.754354367,0.652976283,0.013087141,0.035976955,0.250900073,0.672717445,0.78961119,0.068752042,0.368002327,0.463426337,0.882616257,0.033906362,0.755607837,0.888304902,0.132087462,0.065013439,0.995883251,0.656100568,0.102
0.765842004,0.719815103,0.613650761,0.791818345,0.683390269,0.475008925,0.519381537,0.757360797,0.209487334,0.362044439,0.542605721,0.720128638,0.729497222,0.153337985,0.148007364,0.238431034,0.531181983,0.201772892,0.997212991,0.103
0.663177123,0.369679036,0.013891731,0.682737752,0.896173512,0.042612597,0.074991998,0.417169936,0.652604473,0.911050712,0.235768828,0.12702015,0.341624702,0.785360816,0.96019121,0.559080708,0.765933156,0.893496664,0.832746503,0.104
0.22160588,0.948362957,0.027627832,0.737832212,0.567046286,0.003929093,0.19808098,0.275228845,0.6819558,0.696091989,0.30243531,0.82589253,0.477500672,0.101432981,0.075042393,0.251179371,0.192269913,0.876490106,0.813500105,0.105
0.516182123,0.192143998,0.249057452,0.008688326,0.285059647,0.790573581,0.353366117,0.193643799,0.381105857,0.153542277,0.338360594,0.847831114,0.483177342,0.803019134,0.371510818,0.696689717,0.402876569,0.793384245,0.945293049,0.106
0.092842011,0.028747818,0.485214221,0.016246397,0.141262857,0.183799656,0.125779611,0.045595235,0.361149029,0.030510431,0.38791695,0.059028259,0.98250279,0.296182094,0.861647922,0.902158482,0.731062177,0.764025405,0.684908561,0.107
0.13923514,0.475308931,0.645324667,0.762539084,0.814445847,0.683981796,0.163611726,0.433019877,0.684006997,0.128550917,0.310836716,0.507642361,0.080837723,0.582130436,0.038565646,0.696391887,0.694500897,0.357472492,0.809407927,0.108
0.755084381,0.218735271,0.98774632,0.993841361,0.3784184,0.34280249,0.395883506,0.785302875,0.211488108,0.740368979,0.324090974,0.011850869,0.334849034,0.990453682,0.22491539,0.364283634,0.569220119,0.271623281,0.648406485,0.109
0.758620039,0.227487133,0.156474462,0.014268463,0.758571856,0.963097018,0.681044294,0.093592166,0.296353784,0.669348172,0.629236338,0.877097013,0.023719821,0.735438605,0.202322408,0.684668503,0.860246918,0.450802051,0.814855397,0.11
0.434880768,0.500325744,0.628736247,0.629868935,0.350068343,0.267106937,0.00248738,0.733897885,0.743696881,0.197767457,0.877729219,0.062969406,0.395465389,0.536682926,0.377555276,0.342530317,0.438908157,0.659233692,0.615365242,0.111
0.950494958,0.291941801,0.76871078,0.645093769,0.288208022,0.935018916,0.411972839,0.585758669,0.79853075,0.717819604,0.105530821,0.54565956,0.636236096,0.19418813,0.328925557,0.152988854,0.505648352,0.385874112,0.896561954,0.112
0.877393946,0.679368612,0.721128089,0.029658565,0.698817448,0.172310917,0.72685131,0.368641913,0.028276678,0.439651877,0.800973923,0.371407682,0.644517593,0.151255474,0.37474004,0.486375131,0.069147673,0.782867302,0.313386186,0.113
0.545993171,0.278067061,0.823194134,0.792164538,0.174048974,0.274666458,0.344106862,0.850013767,0.334556123,0.640305002,0.850934029,0.002520697,0.21335176,0.054048365,0.299375478,0.802764157,0.969600484,0.751604317,0.824162864,0.114
0.270503964,0.987873878,0.507430258,0.544739004,0.271128663,0.728745051,0.09662585,0.382886132,0.559976084,0.694072808,0.385086027,0.081858062,0.299670551,0.086993096,0.096469833,0.824938714,0.033506311,0.017285622,0.054412694,0.115
0.528613552,0.362954335,0.260985652,0.856488616,0.412731542,0.896525934,0.541006433,0.595168968,0.569606618,0.79715132,0.14377896,0.790629438,0.07421453,0.670620172,0.450423619,0.698243447,0.935325166,0.857988872,0.431454261,0.116
